"title"	"movieId"	"popularity"	"avgRating"
"Marguerite & Julien (2015)"	159789	6	3.41667
"Marguerite (2015)"	145514	29	3.15517
"Maria (2003)"	65909	3	3.5
"Maria (Mariya) (1989)"	115419	2	3.5
"María (y los demás) (2016)"	167540	1	3
"Maria Bamford: Old Baby"	171631	20	2.825
"Maria Bamford: The Special Special Special! (2012)"	104644	17	3.41176
"María de mi corazón (1979)"	176649	1	0.5
"Maria Full of Grace (Maria, Llena eres de gracia) (2004)"	8645	2495	3.83026
"Maria Goretti (2003)"	177425	1	0.5
"Maria's Lovers (1984)"	5031	36	3.25
"Maria, ihm schmeckt's nicht! (Maria, He Doesn't Like It) (2009)"	104285	5	3.6
"Mariachi Gringo (2012)"	123683	2	3.25
"Mariachi, El (1992)"	3267	5082	3.6161
"Mariage à Mendoza (2012)"	105414	6	3.08333
"Mariage chez les Bodin's (2008)"	135474	1	3.5
"Mariages ! (2004)"	153897	2	2.25
"Mariah Carey's All I Want for Christmas Is You (2017)"	181073	2	1.75
"Marianne & Juliane (Die Bleierne Zeit) (1981)"	5711	23	3.23913
"Marianne (2011)"	124781	1	2.5
"Marie and Bruce (2004)"	79010	2	2.5
"Marie Antoinette (1938)"	48700	20	3.55
"Marie Antoinette (2006)"	45880	1759	3.26833
"Marie Curie (2016)"	174997	4	2.75
"Marie from the Bay of Angels (Marie Baie Des Anges) (1997)"	1905	49	2.67347
"Marie Krøyer (2012)"	100840	7	3.21429
"Marie's Story (2014)"	152185	9	4.16667
"Marie-Francine (2017)"	179449	2	3.25
"Marie-Jo and Her 2 Lovers (Marie-Jo et ses 2 amours) (2002)"	87831	3	2.66667
"Marie-Octobre (1959)"	151054	2	4
"Marihuana (1936)"	126219	6	2.75
"Mariken (2001)"	150072	4	2.625
"Marilena de la P7 (2006)"	114232	7	3.5
"Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005)"	45656	16	3.5
"Marilyn in Manhattan (1998)"	126000	3	3.33333
"Marilyn: The Untold Story (1980)"	128530	1	2.5
"Marina (2013)"	139803	13	3.38462
"Marina Abramovic: The Artist Is Present (2012)"	99986	77	3.57792
"Marine 2, The (2009)"	115917	10	2.6
"Marine Battleground (1963)"	141664	2	2.75
"Marine Boy (2009)"	131482	13	3
"Marine Story, A (2010)"	99249	6	3
"Marine, The (2006)"	48596	285	2.37719
"Mario (2018)"	190559	1	4
"Mario Banana I (1964)"	190409	1	1.5
"Mario Banana II (1964)"	190411	1	1.5
"Marion Bridge (2002)"	6292	27	3.37037
"Marisa la civetta (1957)"	143725	1	4
"Marius (1931)"	66857	13	3.61538
"Marius (2013)"	144662	3	3.66667
"Marius and Jeanette (Marius et Jeannette) (1997)"	69224	10	3.45
"Marjoe (1972)"	62198	35	3.67143
"Marjorie Morningstar (1958)"	8009	31	3.16129
"Marjorie Prime (2017)"	176487	43	3.24419
"Mark Felt: The Man Who Brought Down the White House (2017)"	179901	32	3.20312
"Mark of Cain, The (2007)"	69919	12	3.375
"Mark of the Astro-Zombies (2002)"	123848	1	1.5
"Mark of the Cop (1975)"	128381	1	3
"Mark of the Devil (Hexen bis aufs Blut gequält) (1970)"	76303	16	3.1875
"Mark of the Vampire (1935)"	25819	33	2.93939
"Mark of the Witch (1970)"	143685	3	2.5
"Mark of Zorro, The (1920)"	59945	36	3.34722
"Mark of Zorro, The (1940)"	941	1049	3.56673
"Mark Shoots First (1975)"	128383	1	3
"Mark Twain (2001)"	98443	10	3.45
"Mark, The (1961)"	109533	5	3.9
"Marked for Death (1990)"	1382	1087	2.75437
"Marked Woman (1937)"	46258	29	3.43103
"Marketa Lazarová (1967)"	58874	56	3.91071
"Markova: Comfort Gay (2000)"	166623	3	3.33333
"Marksman, The (2005)"	58250	11	2.54545
"Marlene (1984)"	143299	3	3.16667
"Marlene Dietrich: Shadow and Light (1996)"	769	142	3.57746
"Marley & Me (2008)"	65230	2203	3.28212
"Marley & Me: The Puppy Years (2011)"	97390	30	2.83333
"Marley (2012)"	97168	164	3.64329
"Marlon Wayans: Woke-ish (2018)"	185003	15	2.46667
"Marlowe (1969)"	26210	19	2.60526
"Marmaduke (2010)"	77665	82	2.17683
"Marnie (1964)"	2181	1279	3.52463
"Marock (2005)"	162856	2	3.75
"Marooned (1969)"	7239	100	3.01
"Marooned in Iraq (Gomgashtei dar Aragh) (2002)"	6336	31	3.17742
"Marquis (1989)"	6960	21	3.11905
"Marquis de Sade: Justine (1969)"	164435	5	2.4
"Marquise of O, The (Marquise von O..., Die) (1976)"	26368	13	3.73077
"Marrakech Express (1989)"	162916	6	3.83333
"Marriage (1978)"	173739	5	3.2
"Marriage Circle, The (1924)"	25749	8	3.1875
"Marriage Italian Style (Matrimonio all'italiana) (1964)"	73117	74	3.58784
"Marriage Made in Heaven, A (Rab Ne Bana Di Jodi) (2008)"	64650	79	3.5443
"Marriage Material (2012)"	106820	3	3.33333
"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)"	31522	245	3.9102
"Marriage on the Rocks (1965)"	125299	2	2.25
"Marriage Retreat (2011)"	95967	7	3.28571
"Married Bachelor (1941)"	181281	1	2.5
"Married by Christmas (2016)"	181439	1	3
"Married Couple, A (1969)"	88317	7	3.42857
"Married for the First Time (1980)"	188359	1	1
"Married Life (2007)"	58494	117	3.04701
"Married to It (1991)"	6309	21	2.47619
"Married to the Mob (1988)"	2247	2247	3.09613
"Married Woman, A (Une femme mariée) (1964)"	80487	27	3.35185
"Marrowbone (2017)"	183695	23	3.19565
"Marry Me (2015)"	167484	1	2.5
"Marrying Kind, The (1952)"	83581	10	3.2
"Marrying Man, The (Too Hot to Handle) (1991)"	6318	151	2.93377
"Mars (1968)"	125081	2	3
"Mars (1998)"	165507	2	4
"Mars (2004)"	176147	1	3.5
"Mars (2010)"	134530	3	1.66667
"Mars and April (2012)"	171219	4	2.375
"Mars Attacks! (1996)"	1391	20041	2.9644
"Mars Needs Moms (2011)"	85261	192	2.66146
"Mars Needs Women (1967)"	148408	1	0.5
"Mars of Destruction (2005)"	171021	1	0.5
"Marseillaise, La (1938)"	90533	11	3.27273
"Marsh, The (2006)"	99733	9	2.38889
"Marshal of Finland, The (Suomen Marsalkka) (2012)"	97165	6	1.58333
"Marshall (2017)"	177243	63	3.42857
"Marshland (2014)"	115629	129	3.77907
"Marta the Pious Woman (1980)"	147214	2	3.5
"Martha (1974)"	81046	18	3.66667
"Martha Marcy May Marlene (2011)"	90374	583	3.52058
"Martial Club (1981)"	124043	5	2.4
"Martial Law (1991)"	133816	2	2.25
"Martian Child (2007)"	55732	382	3.48953
"Martian Land (2015)"	189897	2	2.5
"Martian Successor Nadesico: The Motion Picture - Prince of Darkness (1998)"	157761	1	2.5
"Martians Go Home (1990)"	181737	1	3
"Martin & Orloff (2002)"	27472	8	3.5625
"Martin (1977)"	7492	179	3.34637
"Martín (Hache) (1997)"	33445	15	3.5
"Martin Lawrence Live: Runteldat (2002)"	5513	135	2.41111
"Martin Lawrence: You So Crazy (1994)"	411	124	2.77823
"Martin Luther (1953)"	149294	1	3.5
"Marty (1955)"	1946	1414	3.90488
"Martyrs (2008)"	62203	658	3.55319
"Martyrs (2016)"	151593	45	2.54444
"Marva Collins Story, The (1981)"	104453	2	4.25
"Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer (2011)"	168040	18	3.66667
"Marvel One-Shot: Agent Carter (2013)"	168026	48	3.53125
"Marvel One-Shot: All Hail the King (2014)"	165831	34	3.38235
"Marvel One-Shot: Item 47 (2012)"	129397	42	3.19048
"Marvel One-Shot: The Consultant (2011)"	165859	20	3.2
"Marvel Studios: Assembling a Universe (2014)"	165865	10	3.6
"Marvel Super Hero Adventures: Frost Fight! (2015)"	148976	23	2.06522
"Marvel: 75 Years, From Pulp to Pop! (2014)"	165863	5	3.6
"Marvellous (2014)"	118866	23	3.78261
"Marvin Gaye: What's Going On (2005)"	101678	3	4
"Marvin Hamlisch: What He Did for Love (2013)"	107710	7	3.71429
"Marvin's Room (1996)"	1399	1558	3.42073
"Marwencol (2010)"	83827	110	3.75455
"Marx Reloaded (2011)"	150665	2	3
"Mary (2005)"	56570	9	3.11111
"Mary and Martha (2013)"	102978	13	2.80769
"Mary and Max (2009)"	71899	2693	3.93706
"Mary and Rhoda (2000)"	140483	1	1
"Mary and the Witch's Flower (2017)"	182479	50	3.43
"Mary Is Happy, Mary Is Happy (2013)"	140271	3	4.33333
"Mary Kom (2014)"	148070	11	3.40909
"Mary Loss of Soul (2015)"	152376	3	0.666667
"Mary Magdalene (2018)"	184189	18	2.72222
"Mary of Nazareth (1995)"	142556	1	4
"Mary of Scotland (1936)"	7052	40	3
"Mary Pickford: The Muse of the Movies (2008)"	164330	1	3
"Mary Poppins (1964)"	1028	16972	3.71588
"Mary Poppins, Goodbye (1983)"	172799	26	3.15385
"Mary Reilly (1996)"	92	2462	2.85195
"Mary Shelley's Frankenstein (Frankenstein) (1994)"	273	8379	3.12287
"Mary Stevens M.D. (1933)"	123016	2	4
"Mary's Land (2013)"	178343	1	4
"Mary, Queen of Scots (1971)"	55507	23	3.73913
"Maryam (2000)"	5133	29	2.87931
"Maryline (2017)"	191179	1	2
"Masai: The Rain Warriors (2004)"	127371	2	3.25
"Mascara (1999)"	2619	17	2.08824
"Mascots (2016)"	165119	88	2.90909
"Masculin Féminin (1966)"	31930	172	3.79651
"Mask (1985)"	8880	1594	3.35759
"Mask Maker (2010)"	122345	8	2.5
"Mask of Dimitrios, The (1944)"	25903	28	3.33929
"Mask of Fu Manchu, The (1932)"	8615	57	3.00877
"Mask of Zorro, The (1998)"	2006	16811	3.27434
"Mask, The (1994)"	367	38642	3.18123
"Masked & Anonymous (2003)"	6563	83	2.45783
"Masked Avengers (1981)"	147657	3	3.5
"Maskeli Beşler İntikam Peşinde (2005)"	171407	2	2
"Maskerade (1934)"	73200	2	1.75
"Masks (Masques) (1987)"	8806	10	2.9
"Masoom (1983)"	146136	4	4.125
"Masque of the Red Death, The (1964)"	2784	546	3.36996
"Masquerade (1988)"	4522	168	3.25
"Masquerade (Gwanghai, Wangyidoen namja) (2012)"	106109	33	3.42424
"Mass Appeal (1984)"	2397	170	3.32941
"Mass Effect: Paragon Lost (2012)"	110119	12	2.83333
"Mass Transit (1998)"	1774	19	2.39474
"Massacre at Central High (1976)"	81051	10	2.7
"Massacre Canyon (1954)"	107984	1	3
"Massacre Gun (1967)"	178081	2	3.25
"Massacre in Dinosaur Valley (Nudo e selvaggio) (1985)"	112619	1	2.5
"Massacre in the Black Forest (1977)"	133461	1	3
"Massacre on Aisle 12 (2016)"	177175	1	2
"Massacre Time (1966)"	145558	4	3.125
"Masseurs and a Woman, The (Anma to onna) (1938)"	89979	5	3.5
"Massu Engira Maasilamani (2015)"	139157	5	3
"Mast (1999)"	146378	1	2
"Master (2016)"	167860	4	3.25
"Master and Commander: The Far Side of the World (2003)"	6947	8554	3.62935
"Master and Margaret, The (Il maestro e Margherita) (1972)"	82370	5	3.7
"Master and Tatyana (2015)"	144968	2	2.5
"Master Gunfighter, The (1975)"	110864	1	1.5
"Master of Ballantrae, The (1953)"	42553	7	2.92857
"Master of Disguise, The (2002)"	5501	913	1.86747
"Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)"	7899	170	3.64118
"Master of the House (Du skal ære din hustru) (Thou Shalt Honour Thy Wife) (1925)"	111347	10	3.25
"Master of the Universe (2013)"	130638	9	3.83333
"Master of the World (1961)"	122244	11	2.72727
"Master Stroke (1967)"	160042	2	3
"Master Touch, The (Un uomo da rispettare) (1972)"	70837	3	2.66667
"Master with Cracked Fingers (Guang dong xiao lao hu) (1971)"	96244	4	2.125
"Master, The (1984)"	2258	52	2.05769
"Master, The (2012)"	96728	1541	3.53472
"Master, The (Huang Fei Hong jiu er zhi long xing tian xia) (1992)"	98825	4	3.375
"Masterminds (1997)"	8241	70	2.5
"Masterminds (2016)"	162478	268	2.85261
"Masters of the Universe (1987)"	4133	1479	2.37221
"Masti (2004)"	89632	14	2.78571
"Mastizaade (2016)"	152689	7	1.07143
"Mata Hari (1931)"	45170	18	3.33333
"Mata Hari (1985)"	130788	3	1.33333
"Matador, The (2005)"	41716	1300	3.42077
"Matador, The (2008)"	70742	33	3.39394
"Match (2012)"	146509	2	3.25
"Match (2014)"	140868	19	3.52632
"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)"	40491	186	3.68817
"Match King, The (1932)"	100559	2	3.25
"Match Point (2005)"	41285	5034	3.72467
"Match, The (1999)"	3748	34	3.5
"Matching Jack (2010)"	124176	1	3.5
"Matchless (1967)"	127677	1	3
"Matchmaker Santa (2012)"	164789	2	4.75
"Matchmaker, The (1958)"	31594	46	3.36957
"MatchMaker, The (1997)"	1629	982	3.23065
"Matchmaking (2016)"	162488	4	3.75
"Matchstick Men (2003)"	6708	6198	3.64537
"Mater and the Ghostlight (2006)"	109420	74	2.81081
"Material Girls (2006)"	47516	176	2.40625
"Maternal Halfbrothers (Braca po materi) (1988)"	110539	1	3
"Matewan (1987)"	3090	1190	4.05924
"Matilda (1978)"	134513	1	3.5
"Matilda (1996)"	837	6872	3.43364
"Matilda (2017)"	179823	22	2.63636
"Matinée (1977)"	87368	4	2.875
"Matinee (1993)"	7730	161	3.36646
"Mating Game, The (1959)"	38884	5	3.2
"Mating of Millie, The (1948)"	106690	4	3.875
"Mating Season, The (1951)"	79923	10	3.15
"Mato sem Cachorro (2013)"	169840	2	4
"Matriarch, The (Lieksa!) (2007)"	73240	10	2.85
"Matriculated (2003)"	189195	6	3.08333
"Matrimonial Comedy (Komedia malzenska) (1994)"	68242	3	3
"Matrix of Evil (2003)"	181103	1	5
"Matrix Reloaded, The (2003)"	6365	24381	3.33953
"Matrix Revolutions, The (2003)"	6934	18964	3.20299
"Matrix, The (1999)"	2571	84014	4.14977
"Matru Ki Bijlee Ka Mandola (2013)"	162744	3	2.33333
"Matt Braunger: Big Dumb Animal (2015)"	167060	2	3.25
"Matt Shepard Is a Friend of Mine (2015)"	131726	9	3.55556
"Mattei Affair, The (Il caso Mattei) (1972)"	87618	18	3.58333
"Matter of Dignity, A (To teleftaio psema) (1957)"	73526	3	4
"Matter of Life and Death, A (Stairway to Heaven) (1946)"	8516	411	3.97689
"Matter of Taste, A (Affaire de Goût, Une) (2000)"	5520	32	3.03125
"Matterhorn (2013)"	151771	7	3.5
"Matthew's Days (1968)"	127038	3	3.16667
"Matti: Hell Is for Heroes (Matti) (2006)"	43391	97	2.59794
"Maudie (2017)"	170959	49	3.40816
"Maula Jat (1979)"	167456	1	4
"Maundy Thursday (2006)"	140333	5	3.7
"Mauri (1988)"	174559	1	1
"Maurice (1987)"	3094	734	3.76975
"Mauvais esprit (2003)"	159670	1	2.5
"Maverick (1994)"	368	18921	3.40548
"Mavi Boncuk (1974)"	171409	4	3.625
"Mavis! (2015)"	143894	4	3.125
"Max & Co (2007)"	154640	1	1.5
"Max & Jeremie (1992)"	130916	1	3
"Max (1994)"	149816	1	1
"Max (2002)"	5993	221	3.32353
"Max (2015)"	135135	65	3.07692
"Max and Mona (2004)"	168078	1	2
"Max and the Junkmen (1971)"	170647	5	3.6
"Max Dugan Returns (1983)"	3497	421	3.09264
"Max Havoc: Curse Of The Dragon (2004)"	157663	1	2
"Max Headroom - 20 Minutes into the Future (1985)"	177213	6	3.25
"Max Keeble's Big Move (2001)"	4822	263	2.40494
"Max Manus (2008)"	70451	243	3.67284
"Max My Love (1986)"	190503	1	5
"Max Payne (2008)"	62394	1292	2.57508
"Max Rose (2016)"	169306	2	4.25
"Max Schmeling (2010)"	116891	4	1.625
"Max Steel (2016)"	165219	78	2.5641
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)"	56379	130	3.53077
"Maximum Conviction (2012)"	99320	26	2.48077
"Maximum Overdrive (1986)"	2119	1435	2.36585
"Maximum Ride (2016)"	164226	38	2.25
"Maximum Risk (1996)"	990	988	2.73128
"Maximum Velocity (2003)"	147573	1	3.5
"Maxwell's Demon (1968)"	190071	1	3
"May (2002)"	6063	738	3.36247
"May 18 (Hwaryeohan hyuga) (2007)"	90572	4	2.625
"May 6th (06/05) (2004)"	79736	4	1.75
"May Fools (Milou en mai) (1990)"	78270	13	3.69231
"May God Save Us (2016)"	165883	25	3.36
"May I Kill U? (2012)"	103374	2	1.75
"May in the Summer (2013)"	117156	2	3
"May It Last: A Portrait of the Avett Brothers (2017)"	184379	3	4.16667
"May Morning (1970)"	155004	1	2
"May Who? (2015)"	192179	1	3
"Maya Lin: A Strong Clear Vision (1994)"	759	383	3.8564
"Maya the Bee Movie (2014)"	136674	8	1.75
"Mayabazar (1957)"	187623	1	3
"Maybe Baby (2000)"	4740	136	3.01471
"Maybe I'll Come Home in the Spring (1971)"	123602	3	3
"Maybe Tomorrow (2016)"	181037	1	3
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"	860	389	3.53728
"Mayday (2005)"	137912	1	2
"Mayday at 40,000 Feet! (1976)"	118220	1	2.5
"Mayerling (1936)"	73188	9	3.61111
"Mayerling (1968)"	7808	12	2.58333
"Mayhem (2017)"	179491	40	3.1
"Mayor Cupcake (2011)"	124139	1	4
"Mayor of Hell, The (1933)"	31351	3	2.83333
"Mayor of the Sunset Strip (2003)"	8587	69	3.16667
"Maytime (1937)"	81857	2	3.5
"Maz Jobrani: I'm Not a Terrorist But I've Played One on TV (2015)"	163468	3	2.83333
"Maz Jobrani: Immigrant (2017)"	177185	8	3.0625
"Maze (2000)"	4892	53	3.16038
"Maze (2017)"	182775	5	3.5
"Maze Runner, The (2014)"	114180	4559	3.34426
"Maze Runner: Scorch Trials (2015)"	117895	1794	3.20903
"Maze Runner: The Death Cure (2018)"	183635	248	3.09879
"Maze, The (1953)"	89485	2	3.25
"Maze, The (2010)"	81429	5	2.4
"Mazes and Monsters (1982)"	178529	2	1.75
"Mazinger Z: Infinity (2017)"	186999	1	2
"MC5*: A True Testimonial (2002)"	7447	7	3.57143
"MC5: Kick Out the Jams (1999)"	110546	1	3.5
"McBain (1991)"	147512	1	1.5
"McCabe & Mrs. Miller (1971)"	3093	1561	3.82095
"McCanick (2014)"	185705	2	3.25
"McCinsey's Island (1998)"	130882	2	2
"McConkey (2013)"	118204	8	3.8125
"McCullin (2012)"	121145	12	3.91667
"McCullochs, The (1975)"	3312	8	2.375
"McDougal's Rest Farm (1947)"	174137	1	4.5
"McFarland, USA (2015)"	129659	278	3.80036
"McHale's Navy (1997)"	1445	1423	2.32396
"McHale's Navy Joins the Air Force (1965)"	143994	1	4
"McKellen: Playing the Part (2018)"	189137	6	2.58333
"McKenna Shoots for the Stars (2012)"	105563	8	3.5
"McLaren (2016)"	173771	5	3.4
"McLibel (2005)"	118832	7	3.57143
"McLintock! (1963)"	26101	247	3.59717
"McQ (1974)"	54020	23	3.26087
"McQueen (2018)"	187719	6	2.83333
"Me & Isaac Newton (1999)"	6661	10	3.6
"Me and Charly (1978)"	159381	1	3
"Me and Earl and the Dying Girl (2015)"	127202	1575	3.87587
"Me and Him (Ich und Er) (1988)"	74332	2	2
"Me and Morrison (Minä ja Morrison) (2001)"	78011	35	2.47143
"Me and My Gal (1932)"	125181	2	3
"Me and My Mates vs. The Zombie Apocalypse (2015)"	188875	1	3
"Me and My Moulton (2014)"	186361	3	3.16667
"Me and My Sister (1987)"	120885	2	3.25
"Me and Orson Welles (2008)"	72703	159	3.22642
"Me and the Colonel (1958)"	89932	3	3
"Me and the Kid (1993)"	133818	2	2.25
"Me and you (io e te) (2012)"	110330	25	3.46
"Me and You and Everyone We Know (2005)"	33880	1452	3.76412
"Me Before You (2016)"	152017	945	3.67249
"Me casé con un boludo (2016)"	158954	4	2
"Me Him Her (2015)"	155892	14	3.07143
"Me late chocolate (2013)"	179929	2	2.75
"Me Myself I (2000)"	3515	1340	3.15224
"Me Shivajiraje Bhosale Boltoy (2009)"	136882	1	3.5
"Me Too (2012)"	163719	12	3.20833
"Me Too (Yo, también) (2009)"	88578	20	3.475
"Me tulemme taas (1953)"	109193	2	3
"Me Two (Personne aux deux personnes, La) (2008)"	110314	11	2.90909
"Me Without You (2001)"	5461	137	3.62044
"Me You Them (Eu, Tu, Eles) (2000)"	4165	86	3.30233
"Me, a Groupie (1970)"	152780	2	2
"Me, Myself & Irene (2000)"	3752	11330	2.97529
"Me, Myself and Mum (Les garçons et Guillaume, à table!) (2013)"	108041	49	3.40816
"Me, Natalie (1969)"	162616	2	3
"Mea Culpa (2014)"	132551	10	2.7
"Mea Maxima Culpa: Silence in the House of God (2012)"	99843	26	3.57692
"Meadowland (2015)"	144614	18	3.05556
"Mean Creek (2004)"	27838	832	3.56971
"Mean Dreams (2017)"	169666	18	3.11111
"Mean Frank and Crazy Tony (1973)"	142466	2	3.25
"Mean Girls (2004)"	7451	9098	3.55007
"Mean Girls 2 (2011)"	103723	74	2.02027
"Mean Guns (1997)"	26981	21	2.92857
"Mean Machine (2001)"	5134	417	3.22062
"Mean Season, The (1985)"	54049	37	3.27027
"Mean Streets (1973)"	8042	1828	3.82522
"Meant To Be (2010)"	172267	1	3.5
"Meantime (1984)"	73822	27	3.55556
"Meanwhile (2011)"	154656	7	3.14286
"Measure of a Man (2018)"	189011	3	4
"Measuring the World (Die Vermessung der Welt) (2012)"	107085	11	3.18182
"Meat (1976)"	189603	1	3.5
"Meat Love (1989)"	87721	27	3.27778
"Meat the Truth (2008)"	107713	1	3.5
"Meatball Machine (2005)"	141361	6	3.33333
"Meatballs (1979)"	3040	2205	3.17302
"Meatballs 4 (1992)"	3043	245	1.73265
"Meatballs III (1987)"	3042	429	1.62005
"Meatballs Part II (1984)"	3041	512	1.80762
"Mechanic, The (1972)"	5692	282	3.42908
"Mechanic, The (2011)"	85020	1752	3.46604
"Mechanic: Resurrection (2016)"	162322	427	3.22365
"Mechanical Principles (1930)"	187393	1	3
"Mechanics of the Brain (1926)"	153987	4	2
"Mechenosets (2006)"	172751	4	2.375
"Medallion, The (2003)"	6686	768	2.62956
"Medea (1970)"	5907	64	3.64844
"Medea (1988)"	38036	29	3.43103
"Medeas (2013)"	151659	2	3.25
"Mediastan (2013)"	144250	2	3.75
"Medicine for Melancholy (2008)"	85307	25	3.08
"Medicine Man (1992)"	2822	2108	2.99265
"Meditation Park (2017)"	184887	3	3.83333
"Mediterranea (2015)"	142991	6	3.66667
"Méditerranée (1963)"	154816	4	3.375
"Mediterraneo (1991)"	1184	1083	3.74608
"Medium Cool (1969)"	5000	146	3.55137
"Medium Raw (2010)"	125371	1	5
"Medium-Class Train (1933)"	177925	1	4.5
"Medora (2013)"	108536	6	2.75
"Medusa (1998)"	161988	1	4.5
"Meek's Cutoff (2010)"	85790	174	3.25
"Meer is nich (2007)"	186511	1	2
"Meerkat Moonship (2018)"	186635	1	3.5
"Meesaya Murukku (2017)"	188557	1	2
"Meet Bill (2007)"	59404	197	3.16751
"Meet Boston Blackie (1941)"	121077	1	3
"Meet Dave (2008)"	60516	442	2.48529
"Meet Him And Die (1976)"	138218	1	2
"Meet Joe Black (1998)"	2340	6829	3.33058
"Meet John Doe (1941)"	973	1007	3.83019
"Meet Market (2008)"	143717	1	5
"Meet Me at the Fair (1953)"	109353	1	2
"Meet Me in Las Vegas (1956)"	87509	4	3.375
"Meet Me in St. Louis (1944)"	918	2068	3.73066
"Meet Me in Venice (2015)"	174807	1	3
"Meet Me There (2014)"	140092	1	1
"Meet Monica Velour (2010)"	98140	6	2.58333
"Meet Prince Charming (2002)"	144017	2	4.5
"Meet the Applegates (1991)"	8425	69	2.56522
"Meet the Blacks (2016)"	161588	18	2.08333
"Meet the Deedles (1998)"	1822	187	1.8984
"Meet the Feebles (1989)"	4624	924	3.36418
"Meet the Fockers (2004)"	30825	7310	3.05499
"Meet the Fokkens (2011)"	135703	2	1.5
"Meet the Guilbys (2016)"	171043	2	2
"Meet the Hitlers (2014)"	159906	5	3.3
"Meet the Mormons (2014)"	133808	6	3.25
"Meet the Parents (2000)"	3948	21682	3.40764
"Meet the Patels (2014)"	146196	63	3.5873
"Meet the Robinsons (2007)"	52287	1745	3.46017
"Meet The Santas (2005)"	172279	2	3.75
"Meet the Spartans (2008)"	57532	945	1.62381
"Meet Wally Sparks (1997)"	1439	367	2.32153
"Meetin' WA (1986)"	116086	8	3.375
"Meeting David Wilson (2010)"	162000	1	3.5
"Meeting Evil (2012)"	93764	30	2.53333
"Meetings with Remarkable Men (1979)"	179243	2	3.75
"Meg of June Hill (Madicken på Junibacken) (1980)"	114717	2	3.75
"Mega Man (2010)"	136301	3	2.33333
"Mega Piranha (2010)"	130384	13	1.23077
"Mega Python vs. Gatoroid (2011)"	111628	14	1.67857
"Mega Shark vs. Crocosaurus (2010)"	93139	22	1.06818
"Mega Shark vs. Giant Octopus (2009)"	73829	117	1.68803
"Mega Shark vs. Mecha Shark (2014)"	148422	6	1.5
"Mega Snake (2007)"	142511	2	2
"Megacities (1998)"	127050	5	3.5
"Megafault (2009)"	171365	1	0.5
"Megaforce (1982)"	6099	83	2.0241
"Megamind (2010)"	81564	5261	3.56691
"Megamind: The Button Of Doom (2011)"	150262	60	3.25
"Megan Is Missing (2011)"	87909	39	2.70513
"Megan Leavey (2017)"	170947	70	3.62143
"Megaville (1990)"	175983	1	1
"Megazone 23 (1985)"	157813	3	3
"Megazone 23 III (1989)"	157819	2	2.75
"Megiddo: The March to Armageddon (2004)"	183371	1	5
"Megiddo: The Omega Code 2 (2001)"	4781	77	1.66883
"Mei and the Kittenbus (2002)"	118468	44	3.79545
"Meilleur espoir féminin (2000)"	126168	6	2.66667
"Mein Blind Date mit dem Leben (2017)"	169204	17	3.76471
"Mein Kampf (2009)"	99693	4	3
"Mein Leben - Marcel Reich-Ranicki (2009)"	81795	1	4
"Meine Frau, meine Freunde und ich (2004)"	153983	1	2
"Mela (2000)"	146390	7	2.21429
"Melancholia (2011)"	86320	2279	3.60992
"Melbourne (2014)"	122938	4	3.125
"Melhores do Mundo - Hermanoteu na Terra de Godah (2009)"	151431	6	3.41667
"Melinda and Melinda (2004)"	32291	740	3.28176
"Melissa P. (2005)"	85344	17	2.26471
"Mellow Mud (2016)"	155405	3	3.16667
"Mélo (1986)"	69856	6	3.16667
"Melody (1971)"	129947	6	3.58333
"Melody (2014)"	134381	2	4.25
"Melody for a Street Organ (2009)"	124921	3	2.16667
"Melody on Parade (1936)"	152926	2	1.5
"Melody Time (1948)"	3776	160	3.18125
"Meltdown (Shu dan long wei) (1995)"	26911	7	2.5
"Meltdown: Days of Destruction (2006)"	64747	5	2.8
"Melvin and Howard (1980)"	2988	745	3.61611
"Melvin Goes to Dinner (2003)"	7199	239	3.57113
"Member of the Wedding, The (1952)"	33917	6	3.41667
"Memed My Hawk (1984)"	120741	2	2.75
"Memento (2000)"	4226	43490	4.154
"Memento Mori (Yeogo goedam II) (1999)"	46912	45	3.16667
"Memoir of a Murderer (2017)"	177737	8	3.8125
"Mémoire de glace (2007)"	153989	1	2
"Memoirs of a Geisha (2005)"	41571	2931	3.61856
"Memoirs of a Murderer (2017)"	185877	3	3.83333
"Memoirs of a Teenage Amnesiac (2010)"	149430	3	2.33333
"Memoirs of an Invisible Man (1992)"	6734	553	2.81465
"Memorial Day (2011)"	111329	20	2.65
"Memórias Póstumas (2001)"	170437	1	3
"Memories (2013)"	140323	6	3.33333
"Memories (Memorîzu) (1995)"	32554	430	3.88023
"Memories of Matsuko (Kiraware Matsuko no isshô) (2006)"	59753	34	3.79412
"Memories of Me (1988)"	6310	31	2.75806
"Memories of Murder (Salinui chueok) (2003)"	31364	1317	3.99658
"Memories of My Melancholy Whores (2011)"	121364	5	2.9
"Memories of Overdevelopment (1984)"	191963	1	3
"Memories of the Sword (2015)"	148964	17	3.26471
